pan_id,name,dob,address,tax_filing_income,asset_flag
reoba0302h,Shivansh Bhatti,1974-03-12,"H.No. 21, Kothari Road, Morena-559227",948206,Standard
dVtKD7026z,Zarna Sengupta,1967-07-15,"96/411, Pall Ganj, Sultan Pur Majra 499672",1636860,Standard
KAGbc7633C,Hitesh Mandal,1988-12-27,"52/201, Dhawan Zila, Bangalore 225933",542697,Standard
Ztonh2381A,Raagini Ravi,1997-04-25,"46/970, Contractor Chowk, Mahbubnagar-111578",1870544,Standard
dmFhu7239P,Zaitra Rattan,1955-09-27,"H.No. 23, Gokhale Marg, Sonipat-693714",869316,Standard
bHQbw7875P,Dominic Bir,1988-11-22,"H.No. 00, Sura Street, Danapur 244379",1028378,Standard
dstIW3666z,Jackson Dar,1991-09-04,"H.No. 827, Kannan Chowk, Amroha 496784",1302707,Standard
SpPOO5273g,Eesha Sagar,1988-09-28,"H.No. 354, Oza Path, Kavali 079077",1468314,Standard
nbbeF0455m,Adweta Chawla,1965-04-28,"H.No. 92, Goswami Zila, Eluru-240555",1415735,Standard
EsOIw2517B,Nachiket Raval,1975-12-27,"742, Deshmukh Circle, Nagpur-204106",1998768,Standard
Dkyvk4960T,Hredhaan Mallick,1989-12-21,"H.No. 967, Sarna Ganj, Dindigul-093219",1041490,Standard
YldxU5693a,Idika Barman,1982-01-14,"58/844, Date Path, Sikar-941100",991854,Standard
yFzVc2089t,Nisha Dhawan,1971-09-11,"H.No. 17, Dash Path, Bhalswa Jahangir Pur-960586",665625,Standard
RYnrl5314l,Warhi Batra,1974-07-17,"07/722, Shukla Street, Tadipatri-893674",932850,Standard
fFXzS2860P,Shravya Kala,1989-03-25,"H.No. 130, Gera Path, Dhule 522377",561884,Standard
YHZbz5044P,Rachit Lalla,1973-12-27,"04, Gara Zila, Vasai-Virar-554279",651414,Standard
Ediht3399Q,Faras Rajan,1996-09-18,"61, Dixit Nagar, Ambarnath 419043",1312498,Standard
NQADc7702v,Samesh Nagy,1983-03-02,"24, Loyal Marg, Sikar-485119",1470873,Standard
WzUpl9065l,Vedhika Bobal,1962-11-16,"51/25, Garg, Mangalore 694222",633003,Standard
IqeJC9253v,Madhavi Chadha,1988-05-14,"72/245, Venkatesh Circle, Junagadh-079833",1835446,Standard
UZmEG4083n,Isaiah Pandey,1998-03-16,"86, Vasa Marg, Hosur-795653",1682059,Standard
ZjFxa0002N,Nilima Babu,1974-02-21,"28/03, Sethi Ganj, Bilaspur-137472",1180562,Standard
lOjRA7939U,Falak Lad,1965-10-06,"29/336, Vaidya, Ajmer-072819",1633785,Standard
OQAeQ5981G,Yashawini Balasubramanian,1995-11-04,"H.No. 933, Goel Marg, Siliguri 452275",1658167,Standard
FoZiS9426T,Praneel Goyal,1965-01-28,"H.No. 32, Bedi Path, Katni 297451",1107723,Standard
BaIzl1651X,Ekta Cherian,1970-04-26,"05, Naik Chowk, Ramgarh-647118",1892724,Standard
DjmVK1320h,Adya Ratta,1977-06-15,"36, Trivedi, Rajkot 765599",1672516,Standard
ALCzd9196V,Lakshit Hora,1980-10-06,"95/14, Seshadri Ganj, Agartala 424916",1496154,Standard
FDEWr2631T,Manbir Golla,1964-11-25,"42/197, Varghese Ganj, Gangtok 347317",1607449,Standard
LxIpU5102J,Alexander Toor,1969-01-10,"10, Murthy Road, North Dumdum-356343",1763879,Standard
ROeyo1719Z,Ijaya Lal,1985-05-23,"H.No. 33, Ganesan Circle, Barasat 768922",1005382,Standard
KPLUq0682v,Oscar Vala,1975-09-09,"H.No. 869, Varkey Zila, Purnia 549931",1616556,Standard
vgmnH4536B,Udant Sachdeva,1986-09-25,"H.No. 616, Nagar Nagar, New Delhi 707367",680843,Standard
EaAMW1274x,Faras Ghosh,1962-05-17,"H.No. 697, Sandhu Street, Ajmer-418629",934397,Standard
PyCJO3191C,Lekha Kuruvilla,1988-06-18,"H.No. 925, Koshy Path, Bidhannagar 504616",1866164,Standard
UrdoM1438D,Kritika Sood,1977-11-28,"69, Menon Nagar, Rampur 509563",1981363,Standard
vPukG6038W,Ranveer D’Alia,1969-04-28,"83, Jain Road, Jorhat-991977",1792553,Standard
GzTZQ6385K,Lucky Natt,1999-01-24,"63, Ravel Marg, Ambala 117165",637472,Standard
wmMrx3595Z,Pavani Verma,1996-11-24,"48/63, Shenoy Nagar, Saharsa 541793",1589944,Standard
